id,item_id,dept_id,cat_id,store_id,state_id,2/1/2011,3/1/2011,4/1/2011,5/1/2011,6/1/2011,7/1/2011,8/1/2011,9/1/2011,10/1/2011,11/1/2011,12/1/2011,1/1/2012,2/1/2012,3/1/2012,4/1/2012,5/1/2012,6/1/2012,7/1/2012,8/1/2012,9/1/2012,10/1/2012,11/1/2012,12/1/2012,1/1/2013,2/1/2013,3/1/2013,4/1/2013,5/1/2013,6/1/2013,7/1/2013,8/1/2013,9/1/2013,10/1/2013,11/1/2013,12/1/2013,1/1/2014,2/1/2014,3/1/2014,4/1/2014,5/1/2014,6/1/2014,7/1/2014,8/1/2014,9/1/2014,10/1/2014,11/1/2014,12/1/2014,1/1/2015,2/1/2015,3/1/2015,4/1/2015,5/1/2015,6/1/2015,7/1/2015,8/1/2015,9/1/2015,10/1/2015,11/1/2015,12/1/2015,1/1/2016,2/1/2016,3/1/2016
HOUSEHOLD_1_003_TX_1_validation,HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,13.0,14.0,13.0,26.0,18.0,11.0,10.0,16.0,7.0,12.0,11.0,8.0,14.0,10.0,19.0,45.0,14.0,8.0,0.0,0.0,5.0,15.0,12.0,9.0,10.0,8.0,7.0,22.0,8.0,11.0,14.0,10.0,7.0,7.0,10.0
HOUSEHOLD_1_004_TX_1_validation,HOUSEHOLD_1_004,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,24.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,38.0,32.0,31.0,36.0,26.0,11.0,32.0,7.0,28.0,42.0,25.0,58.0,45.0,48.0,13.0,1.0,18.0,18.0,41.0,30.0,31.0,16.0,33.0,50.0,66.0,46.0,40.0,51.0,23.0,23.0,13.0,16.0,28.0,22.0,7.0,23.0,7.0,15.0,18.0,23.0,20.0,31.0,14.0,24.0,19.0,0.0,0.0,10.0,11.0,38.0,39.0,38.0,31.0,43.0
HOUSEHOLD_1_001_TX_2_validation,HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,TX_2,TX,9.0,4.0,11.0,7.0,9.0,6.0,4.0,6.0,5.0,7.0,18.0,17.0,12.0,13.0,16.0,15.0,10.0,15.0,7.0,5.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,8.0,5.0,13.0,12.0,10.0,7.0,6.0,4.0,14.0,16.0,13.0,8.0,9.0,11.0,13.0,2.0,0.0,0.0,9.0,8.0,0.0,0.0,6.0,15.0,13.0,22.0,23.0,11.0,4.0,6.0,8.0,5.0,2.0
HOUSEHOLD_1_002_TX_2_validation,HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,TX_2,TX,26.0,20.0,17.0,13.0,17.0,16.0,20.0,9.0,14.0,18.0,10.0,8.0,6.0,17.0,13.0,7.0,15.0,13.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,12.0,0.0,4.0,9.0,1.0,0.0,8.0,12.0,13.0,7.0,0.0,6.0,10.0,12.0,2.0,0.0,0.0,10.0,8.0,0.0,0.0,6.0,16.0,14.0,8.0,6.0,1.0,15.0,31.0,28.0,16.0,24.0
HOUSEHOLD_1_003_TX_2_validation,HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,TX_2,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,32.0,19.0,20.0,21.0,25.0,25.0,20.0,13.0,19.0,14.0,13.0,14.0,18.0,21.0,13.0,16.0,10.0,38.0,20.0,16.0,9.0,19.0,18.0,17.0,25.0,16.0,14.0,16.0,13.0,27.0,17.0,14.0,12.0,14.0,18.0,10.0,8.0
HOUSEHOLD_1_004_TX_2_validation,HOUSEHOLD_1_004,HOUSEHOLD_1,HOUSEHOLD,TX_2,TX,23.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,47.0,55.0,63.0,44.0,46.0,37.0,23.0,37.0,36.0,53.0,69.0,69.0,71.0,111.0,112.0,92.0,82.0,71.0,41.0,23.0,11.0,12.0,13.0,30.0,77.0,129.0,98.0,71.0,65.0,41.0,25.0,29.0,13.0,12.0,12.0,6.0,35.0,32.0,44.0,34.0,25.0,23.0,26.0,26.0,39.0,29.0,57.0,37.0,61.0,61.0,56.0,54.0,47.0,32.0
HOUSEHOLD_2_001_CA_1_validation,HOUSEHOLD_2_001,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,10.0,11.0,11.0,8.0,10.0,14.0,9.0,0.0,0.0,8.0,9.0,5.0,9.0,11.0,2.0,0.0,0.0,6.0,5.0,15.0,10.0,10.0,6.0,10.0,13.0,15.0,17.0,9.0,8.0,0.0,4.0,9.0,6.0,6.0,9.0,8.0,9.0,12.0,8.0,15.0,12.0,13.0,13.0,8.0,7.0,9.0,8.0,6.0,11.0,8.0,10.0,5.0,4.0,10.0,10.0,7.0,7.0,12.0,16.0,8.0,11.0,10.0
HOUSEHOLD_2_002_CA_1_validation,HOUSEHOLD_2_002,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,37.0,42.0,34.0,29.0,26.0,37.0,36.0,30.0,36.0,24.0,28.0,29.0,22.0,10.0,17.0,24.0,24.0,26.0,20.0,22.0,23.0,16.0,12.0,9.0,21.0,28.0,15.0,14.0,9.0,12.0,19.0,14.0,18.0,17.0,13.0,9.0,9.0,17.0,17.0,20.0,20.0,20.0,14.0,5.0,3.0,0.0,9.0,8.0,15.0,25.0,15.0,18.0,15.0,4.0,0.0,21.0,16.0,2.0,0.0,5.0,27.0,19.0
HOUSEHOLD_2_003_CA_1_validation,HOUSEHOLD_2_003,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,28.0,34.0,23.0,16.0,16.0,18.0,20.0,14.0,14.0,11.0,20.0,27.0,10.0,3.0,2.0,14.0,12.0,16.0,9.0,15.0,12.0,4.0,0.0,0.0,4.0,0.0,2.0,15.0,11.0,0.0,0.0,2.0,5.0,15.0,17.0,2.0,5.0,13.0,22.0,14.0,10.0,11.0,15.0,9.0,11.0,0.0,0.0,0.0,0.0,3.0,13.0,14.0,9.0,10.0,11.0,11.0,10.0,10.0,14.0,9.0,9.0,9.0
HOUSEHOLD_2_004_CA_1_validation,HOUSEHOLD_2_004,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,7.0,6.0,2.0,1.0,3.0,1.0,5.0,2.0,2.0,4.0,9.0,13.0,10.0,8.0,11.0,3.0,9.0,5.0,5.0,6.0,14.0,14.0,17.0,13.0,9.0,11.0,10.0,7.0,8.0,10.0,8.0,7.0,0.0,10.0,2.0,6.0,10.0,13.0,6.0,6.0,8.0,11.0,14.0,13.0,6.0,12.0,5.0,7.0
HOUSEHOLD_2_001_CA_2_validation,HOUSEHOLD_2_001,HOUSEHOLD_2,HOUSEHOLD,CA_2,CA,26.0,34.0,36.0,21.0,23.0,29.0,23.0,0.0,0.0,31.0,22.0,24.0,26.0,24.0,3.0,0.0,0.0,22.0,22.0,19.0,22.0,18.0,25.0,16.0,18.0,20.0,14.0,24.0,16.0,14.0,15.0,17.0,19.0,15.0,20.0,15.0,7.0,10.0,12.0,14.0,0.0,15.0,9.0,22.0,21.0,21.0,23.0,19.0,14.0,18.0,19.0,26.0,19.0,15.0,20.0,26.0,20.0,18.0,30.0,22.0,31.0,21.0
HOUSEHOLD_2_002_CA_2_validation,HOUSEHOLD_2_002,HOUSEHOLD_2,HOUSEHOLD,CA_2,CA,39.0,51.0,23.0,31.0,26.0,26.0,28.0,23.0,30.0,13.0,23.0,10.0,27.0,33.0,30.0,35.0,31.0,28.0,16.0,21.0,23.0,23.0,19.0,4.0,12.0,6.0,0.0,16.0,24.0,9.0,19.0,28.0,36.0,31.0,22.0,16.0,18.0,8.0,13.0,28.0,10.0,15.0,27.0,20.0,26.0,18.0,23.0,26.0,28.0,29.0,42.0,32.0,43.0,30.0,36.0,13.0,7.0,4.0,23.0,17.0,23.0,26.0
HOUSEHOLD_2_003_CA_2_validation,HOUSEHOLD_2_003,HOUSEHOLD_2,HOUSEHOLD,CA_2,CA,35.0,40.0,48.0,44.0,44.0,36.0,51.0,48.0,52.0,51.0,56.0,45.0,40.0,59.0,55.0,51.0,40.0,36.0,41.0,21.0,43.0,46.0,5.0,0.0,19.0,26.0,49.0,46.0,42.0,0.0,0.0,13.0,31.0,35.0,37.0,44.0,44.0,46.0,39.0,13.0,7.0,18.0,24.0,31.0,34.0,31.0,27.0,26.0,18.0,14.0,17.0,24.0,7.0,12.0,31.0,24.0,20.0,32.0,35.0,17.0,20.0,18.0
HOUSEHOLD_2_004_CA_2_validation,HOUSEHOLD_2_004,HOUSEHOLD_2,HOUSEHOLD,CA_2,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,10.0,12.0,10.0,4.0,3.0,0.0,0.0,2.0,6.0,5.0,8.0,11.0,7.0,7.0,8.0,5.0,5.0,1.0,5.0,8.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,2.0,4.0,3.0,4.0,3.0,6.0,9.0,12.0,10.0,13.0,11.0,3.0,0.0,1.0,5.0,2.0,0.0,6.0,8.0,6.0,3.0,5.0
HOUSEHOLD_2_001_TX_1_validation,HOUSEHOLD_2_001,HOUSEHOLD_2,HOUSEHOLD,TX_1,TX,7.0,6.0,7.0,8.0,7.0,11.0,4.0,0.0,0.0,3.0,2.0,7.0,13.0,6.0,3.0,0.0,0.0,6.0,10.0,14.0,10.0,10.0,11.0,10.0,13.0,11.0,13.0,8.0,7.0,11.0,9.0,9.0,20.0,13.0,3.0,7.0,7.0,17.0,10.0,7.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,3.0,10.0,12.0,6.0,7.0,9.0,14.0,8.0,8.0,7.0,5.0,11.0,6.0,11.0,3.0
HOUSEHOLD_2_002_TX_1_validation,HOUSEHOLD_2_002,HOUSEHOLD_2,HOUSEHOLD,TX_1,TX,28.0,24.0,26.0,36.0,24.0,30.0,33.0,34.0,29.0,16.0,4.0,0.0,16.0,15.0,26.0,21.0,27.0,20.0,22.0,22.0,26.0,25.0,23.0,8.0,19.0,15.0,22.0,33.0,29.0,23.0,30.0,24.0,33.0,37.0,22.0,19.0,14.0,27.0,14.0,9.0,12.0,9.0,18.0,23.0,29.0,32.0,9.0,29.0,8.0,16.0,0.0,15.0,12.0,14.0,12.0,22.0,19.0,16.0,11.0,10.0,19.0,16.0
HOUSEHOLD_2_003_TX_1_validation,HOUSEHOLD_2_003,HOUSEHOLD_2,HOUSEHOLD,TX_1,TX,19.0,6.0,10.0,15.0,12.0,16.0,14.0,10.0,21.0,19.0,40.0,30.0,32.0,18.0,13.0,13.0,9.0,7.0,10.0,10.0,16.0,21.0,3.0,0.0,1.0,8.0,6.0,3.0,3.0,0.0,0.0,1.0,5.0,11.0,11.0,8.0,5.0,5.0,6.0,4.0,1.0,1.0,0.0,7.0,4.0,5.0,6.0,5.0,9.0,3.0,5.0,6.0,15.0,12.0,18.0,5.0,8.0,8.0,5.0,9.0,8.0,5.0
HOUSEHOLD_2_004_TX_1_validation,HOUSEHOLD_2_004,HOUSEHOLD_2,HOUSEHOLD,TX_1,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,5.0,6.0,9.0,8.0,13.0,9.0,9.0,8.0,11.0,4.0,2.0,0.0,6.0,1.0,6.0,8.0,11.0,7.0,5.0,3.0,15.0,3.0,6.0,2.0,6.0,11.0,10.0,4.0,0.0,1.0,3.0,5.0,0.0,2.0,0.0,6.0,9.0,8.0,9.0,6.0,5.0,4.0,3.0,2.0
HOUSEHOLD_2_001_TX_2_validation,HOUSEHOLD_2_001,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,16.0,18.0,16.0,17.0,17.0,11.0,12.0,0.0,0.0,10.0,12.0,6.0,8.0,12.0,1.0,0.0,0.0,12.0,13.0,7.0,12.0,4.0,9.0,13.0,11.0,15.0,15.0,9.0,11.0,14.0,18.0,20.0,12.0,11.0,9.0,8.0,4.0,10.0,10.0,12.0,8.0,13.0,9.0,4.0,7.0,8.0,6.0,7.0,3.0,4.0,8.0,8.0,12.0,10.0,10.0,12.0,10.0,5.0,9.0,8.0,18.0,9.0
HOUSEHOLD_2_002_TX_2_validation,HOUSEHOLD_2_002,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,29.0,13.0,18.0,26.0,22.0,27.0,23.0,24.0,29.0,5.0,11.0,5.0,9.0,16.0,15.0,17.0,18.0,10.0,12.0,10.0,7.0,4.0,6.0,6.0,14.0,7.0,21.0,16.0,20.0,19.0,14.0,19.0,19.0,22.0,11.0,9.0,13.0,20.0,15.0,17.0,10.0,20.0,15.0,22.0,21.0,29.0,23.0,23.0,29.0,36.0,37.0,44.0,28.0,33.0,35.0,28.0,33.0,34.0,22.0,20.0,26.0,45.0
HOUSEHOLD_2_003_TX_2_validation,HOUSEHOLD_2_003,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,22.0,21.0,25.0,21.0,16.0,17.0,15.0,17.0,14.0,12.0,16.0,14.0,10.0,12.0,9.0,7.0,7.0,8.0,16.0,8.0,8.0,17.0,1.0,0.0,14.0,18.0,19.0,16.0,6.0,0.0,0.0,3.0,8.0,12.0,17.0,10.0,3.0,8.0,8.0,4.0,14.0,9.0,12.0,10.0,14.0,11.0,10.0,13.0,8.0,13.0,5.0,11.0,5.0,3.0,11.0,6.0,6.0,8.0,8.0,5.0,9.0,7.0
HOUSEHOLD_2_004_TX_2_validation,HOUSEHOLD_2_004,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,8.0,8.0,3.0,2.0,3.0,6.0,10.0,6.0,15.0,16.0,14.0,11.0,10.0,7.0,7.0,0.0,12.0,13.0,14.0,4.0,0.0,0.0,2.0,7.0,0.0,0.0,6.0,4.0,6.0,6.0,8.0,2.0,0.0,0.0,7.0,3.0,4.0,0.0,0.0,2.0,8.0,1.0,1.0,4.0,3.0,11.0,12.0,16.0
